Tphot,met,logg_phot,logg_het,dlogg_het,deltaTspot,deltaTfac,Tspot,Tfac,Dscale,fspot,ffac
2544.1819382793847,0.04,5.308730314340235,5.250252361855387,-0.058477952484847995,-229.69690444492642,103.85206894082077,2314.485033834458,2648.0340072202052,6778.555283603873,0.3069190762572895,0.3325590332336048
