Tphot,met,logg_phot,logg_het,deltaTspot,deltaTfac,Tspot,Tfac,Dscale,fspot,ffac
2525.7192958446685,0.04,5.2396,4.909014087981684,-116.04108220951575,140.6745803519213,2409.6782136351526,2666.3938761965896,6970.83080666363,0.47744262011490696,0.15039871247814973
